state,electorate,site_id,latitude,longitude,legs,description,layout_1,layout_1_enter,layout_2,layout_2_enter,layout_3,layout_3_enter,layout_4,layout_4_enter,layout_5,layout_5_enter,layout_6,layout_6_enter,leg1-2,leg1-3,leg1-4,leg1-5,leg1-6,leg2-1,leg2-3,leg2-4,leg2-5,leg2-6,leg3-1,leg3-2,leg3-4,leg3-5,leg3-6,leg4-1,leg4-2,leg4-3,leg4-5,leg4-6,leg5-1,leg5-2,leg5-3,leg5-4,leg5-6,leg6-1,leg6-2,leg6-3,leg6-4,leg6-5,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,female,male,not known,total,year,7:00 AM,7:15 AM,7:30 AM,7:45 AM,8:00 AM,8:15 AM,8:30 AM,8:45 AM,location,geolocation
VIC,Melbourne,4441,-37.820346,144.957546,4,"Flinders St towards Spring St [E], King St [S], Flinders St [W], King St [N]",70,250,160,340,250,70,340,160,,,,,4,40,11,,,11,0,67,,,18,0,5,,,2,9,3,,,,,,,,,,,,,55,31,86,78,13,91,23,43,66,14,83,97,,,,,,,40,125,5,170,2017,16,13,21,19,28,24,23,26,POINT (144.957546 -37.820346),"-37.820346, 144.957546"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,0,2,0,,,,,,,4,,124,180,,3,,10,50,,4,,386,262,,,,,,,2,11,13,,,,308,396,704,63,388,451,652,230,882,,,,215,810,0,1025,2017,64,86,108,162,163,166,152,124,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4448,-37.823795,144.947479,3,"Capital City Trail [E], Path to marina [S], Webb Bridge [N]",100,280,190,10,345,165,,,,,,,75,121,,,,38,37,,,,121,127,,,,,,,,,,,,,,,,,,,196,159,355,75,202,277,248,158,406,,,,,,,,,,102,406,11,519,2017,32,50,44,72,86,92,81,62,POINT (144.947479 -37.823795000000004),"-37.823795, 144.947479"
VIC,Melbourne,4399,-37.787979,144.959,2,"Royal Pde/shared path [N], Royal Pde/shared path [S]",5,185,186,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,554,828,3,1385,2018,64,113,102,163,204,249,252,238,POINT (144.959 -37.787979),"-37.787979, 144.959"
VIC,Melbourne,4409,-37.795421,144.93885,5,"Boundary Rd [N], Canning St [E], Macaulay Rd [SE], Boundary Rd [S], Macaulay Rd [W]",8,188,98,278,140,320,188,8,278,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,108,1,175,2018,4,17,28,17,20,36,34,19,POINT (144.93885 -37.795421),"-37.795421, 144.93885"
VIC,Melbourne,4413,-37.800289,144.943954,4,"Arden St towards Curzon St [E], Drvyburgh St [S], Arden St [W], Macaulay Rd [NW]",98,278,188,8,278,98,320,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,250,4,336,2018,18,24,41,47,45,50,63,48,POINT (144.943954 -37.800289),"-37.800289, 144.943954"
VIC,Melbourne,4421,-37.809612,144.963791,4,"La Trobe St [E], Swanston St (city) [S], La Trobe St [W], Swanston St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,507,1076,0,1583,2018,74,109,123,231,216,279,307,244,POINT (144.963791 -37.809612),"-37.809612, 144.963791"
VIC,Melbourne,4426,-37.811378,144.973053,3,"Spring St [S], Bourke St [W], Spring St [N]",160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,202,0,298,2018,9,20,28,38,45,43,60,55,POINT (144.973053 -37.811378),"-37.811378, 144.973053"
VIC,Melbourne,4430,-37.81321,144.951431,4,"La Trobe St [E], Spencer St [S], La Trobe St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,563,1,737,2018,57,67,66,100,100,131,99,117,POINT (144.951431 -37.81321),"-37.81321, 144.951431"
VIC,Melbourne,4439,-37.819073,144.954158,4,"Collins St towards Collins St [E], Spencer St [S], Collins St [W], Spencer St [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,293,2,371,2018,34,33,50,38,62,56,48,50,POINT (144.954158 -37.819073),"-37.819073, 144.954158"
VIC,Melbourne,4442,-37.821009,144.947427,4,"Collins St (city) [E], Harbour Esp [S], Collins St [W], Harbour Esp [N]",70,250,168,348,250,70,345,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,746,2,949,2018,65,97,35,156,163,197,141,95,POINT (144.947427 -37.821009),"-37.821009, 144.947427"
VIC,Melbourne,4443,-37.8211,144.955046,4,"Flinders St towards Spring St [E], Spencer St [S], Flinders St [W], Spencer St [N]",70,250,162,342,250,70,342,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,229,4,288,2018,26,22,28,30,41,44,51,46,POINT (144.955046 -37.8211),"-37.8211, 144.955046"
VIC,Melbourne,4444,-37.822382,144.947632,5,"Path to McCrae St [E], Jim Stynes Bridge [SE], Webb Bridge [S], Navigation Drive [W], Harbour Esp [N]",86,266,150,330,175,355,281,101,348,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,725,0,966,2018,70,81,89,144,163,176,159,84,POINT (144.947632 -37.822382),"-37.822382, 144.947632"
VIC,Melbourne,4445,-37.823025,144.97644,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,783,0,1038,2018,57,102,123,142,191,177,155,91,POINT (144.97644 -37.823025),"-37.823025, 144.97644"
VIC,Melbourne,4446,-37.823105,144.977808,2,"Upstream direction [SE], Capital City Trail [NW]",143,323,323,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,864,5,1108,2018,57,109,143,162,172,192,149,124,POINT (144.977808 -37.823105),"-37.823105, 144.977808"
VIC,Melbourne,4447,-37.823317,144.970126,4,"Linlithgow Ave [E], St Kilda Rd [S], Southbank Blvd [W], St Kilda Rd [N]",70,250,160,340,250,70,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,503,997,1,1501,2018,84,118,132,197,249,206,248,267,POINT (144.970126 -37.823317),"-37.823317, 144.970126"
VIC,Melbourne,4449,-37.824209,144.952186,4,"South Wharf Prom [E], Capital City Trail [SE], Capital City Trail [W], Seafarers Bridge [N]",83,263,125,305,262,82,340,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,798,0,1012,2018,66,74,130,155,176,162,146,103,POINT (144.952186 -37.824209),"-37.824209, 144.952186"
VIC,Melbourne,6554,-37.825963,144.960053,4,"Queens Bridge St [N], City Rd [NE], Morray St [S], City Rd [SW]",12,192,43,223,158,338,222,42,,,,,4,53,15,,,1,4,16,,,108,8,0,,,27,11,2,,,,,,,,,,,,,72,136,208,21,23,44,116,59,175,40,31,71,,,,,,,49,193,7,249,2019,6,26,37,23,46,35,33,43,POINT (144.960053 -37.825963),"-37.825963, 144.960053"
VIC,Melbourne,4405,-37.793993,144.941956,3,"Melrose St [N], Melrose St [S], Mark St [W]",8,188,188,8,278,98,,,,,,,20,4,,,,7,3,,,,2,6,,,,,,,,,,,,,,,,,,,24,9,33,10,26,36,8,7,15,,,,,,,,,,18,23,1,42,2019,2,5,6,4,4,2,8,11,POINT (144.941956 -37.793993),"-37.793993, 144.941956"
